,lyft_display_name,lyft_max_estimate,lyft_min_estimate,lyft_distance,lyft_duration,lyft_category
20473,Lyft Line,305,305,2.01,920,Carpool Service
20479,Lyft Line,360,360,3.1,826,Carpool Service
20485,Lyft Line,383,383,1.41,558,Carpool Service
20491,Lyft Line,322,322,2.81,781,Carpool Service
20497,Lyft Line,388,388,2.75,1024,Carpool Service
20503,Lyft Line,304,304,1.97,929,Carpool Service
20509,Lyft Line,300,300,2.66,910,Carpool Service
20515,Lyft Line,362,362,2.47,750,Carpool Service
20521,Lyft Line,756,756,4.09,1081,Carpool Service
20527,Lyft Line,671,671,2.99,1143,Carpool Service
20533,Lyft Line,409,409,3.47,725,Carpool Service
20539,Lyft Line,602,602,3.04,1105,Carpool Service
20545,Lyft Line,342,342,2.47,821,Carpool Service
20551,Lyft Line,308,308,2.72,772,Carpool Service
20557,Lyft Line,340,340,2.36,841,Carpool Service
20563,Lyft Line,613,613,3.17,1060,Carpool Service
20569,Lyft Line,424,424,1.48,443,Carpool Service
20575,Lyft Line,561,561,2.59,785,Carpool Service
20581,Lyft Line,621,621,2.86,951,Carpool Service
20587,Lyft Line,485,485,2.85,1147,Carpool Service
20593,Lyft Line,375,375,2.0,608,Carpool Service
20599,Lyft Line,373,373,1.61,506,Carpool Service
20605,Lyft Line,744,744,3.66,1190,Carpool Service
20611,Lyft Line,417,417,1.33,433,Carpool Service
20617,Lyft Line,352,352,1.54,583,Carpool Service
20623,Lyft Line,408,408,1.43,567,Carpool Service
20629,Lyft Line,309,309,2.51,780,Carpool Service
20635,Lyft Line,434,434,1.96,836,Carpool Service
20641,Lyft Line,664,664,1.92,718,Carpool Service
20647,Lyft Line,306,306,1.66,531,Carpool Service
20653,Lyft Line,335,335,2.76,821,Carpool Service
20659,Lyft Line,410,410,1.29,419,Carpool Service
20665,Lyft Line,374,374,1.92,635,Carpool Service
20671,Lyft Line,640,640,1.79,815,Carpool Service
20677,Lyft Line,408,408,1.43,567,Carpool Service
20683,Lyft Line,784,784,3.0,805,Carpool Service
20689,Lyft Line,325,325,1.73,591,Carpool Service
20695,Lyft Line,400,400,2.32,647,Carpool Service
20701,Lyft Line,351,351,1.59,608,Carpool Service
20707,Lyft Line,394,394,1.39,542,Carpool Service
20713,Lyft Line,464,464,1.37,575,Carpool Service
20719,Lyft Line,316,316,2.18,971,Carpool Service
20725,Lyft Line,855,855,2.2,691,Carpool Service
20731,Lyft Line,353,353,1.47,620,Carpool Service
20737,Lyft Line,409,409,2.23,576,Carpool Service
20743,Lyft Line,427,427,1.97,737,Carpool Service
20749,Lyft Line,436,436,2.85,1093,Carpool Service
20755,Lyft Line,369,369,1.53,753,Carpool Service
20761,Lyft Line,341,341,2.54,866,Carpool Service
20767,Lyft Line,416,416,1.31,411,Carpool Service
20773,Lyft Line,782,782,3.88,1264,Carpool Service
20779,Lyft Line,389,389,1.73,739,Carpool Service
20785,Lyft Line,424,424,3.06,915,Carpool Service
20791,Lyft Line,444,444,2.0,886,Carpool Service
20797,Lyft Line,299,299,2.65,905,Carpool Service
20803,Lyft Line,309,309,2.52,857,Carpool Service
20809,Lyft Line,736,736,4.13,1167,Carpool Service
20815,Lyft Line,349,349,1.76,579,Carpool Service
20821,Lyft Line,327,327,1.51,581,Carpool Service
20827,Lyft Line,303,303,1.45,588,Carpool Service
20833,Lyft Line,462,462,3.03,1002,Carpool Service
20839,Lyft Line,474,474,3.45,923,Carpool Service
20845,Lyft Line,374,374,2.53,1003,Carpool Service
20851,Lyft Line,312,312,2.62,762,Carpool Service
20857,Lyft Line,463,463,3.15,959,Carpool Service
20863,Lyft Line,809,809,2.77,972,Carpool Service
20869,Lyft Line,418,418,3.07,843,Carpool Service
20875,Lyft Line,339,339,2.13,660,Carpool Service
20881,Lyft Line,328,328,2.75,773,Carpool Service
20887,Lyft Line,317,317,1.74,583,Carpool Service
20893,Lyft Line,433,433,3.22,869,Carpool Service
20899,Lyft Line,753,753,2.38,647,Carpool Service
20905,Lyft Line,330,330,2.27,895,Carpool Service
20911,Lyft Line,302,302,1.52,561,Carpool Service
20917,Lyft Line,386,386,2.59,920,Carpool Service
20923,Lyft Line,303,303,1.85,559,Carpool Service
20929,Lyft Line,320,320,2.06,608,Carpool Service
20935,Lyft Line,654,654,1.77,780,Carpool Service
20941,Lyft Line,346,346,2.3,710,Carpool Service
20947,Lyft Line,305,305,1.24,447,Carpool Service
20953,Lyft Line,465,465,2.24,709,Carpool Service
20959,Lyft Line,474,474,3.17,956,Carpool Service
20965,Lyft Line,310,310,2.54,696,Carpool Service
20971,Lyft Line,861,861,3.08,865,Carpool Service
20977,Lyft Line,323,323,2.4,782,Carpool Service
20983,Lyft Line,702,702,3.19,1060,Carpool Service
20989,Lyft Line,373,373,2.21,749,Carpool Service
20995,Lyft Line,410,410,2.82,979,Carpool Service
21001,Lyft Line,308,308,1.55,595,Carpool Service
21007,Lyft Line,305,305,1.98,524,Carpool Service
21013,Lyft Line,390,390,2.03,885,Carpool Service
21019,Lyft Line,326,326,2.2,666,Carpool Service
21025,Lyft Line,355,355,2.02,803,Carpool Service
21031,Lyft Line,313,313,1.94,596,Carpool Service
21037,Lyft Line,334,334,2.82,799,Carpool Service
21043,Lyft Line,352,352,3.12,750,Carpool Service
21049,Lyft Line,344,344,2.87,789,Carpool Service
21055,Lyft Line,705,705,3.4,991,Carpool Service
21061,Lyft Line,495,495,1.47,606,Carpool Service
21067,Lyft Line,398,398,3.11,888,Carpool Service
21073,Lyft Line,336,336,2.55,755,Carpool Service
21079,Lyft Line,796,796,3.85,1196,Carpool Service
21085,Lyft Line,775,775,2.06,701,Carpool Service
21091,Lyft Line,346,346,2.3,710,Carpool Service
21097,Lyft Line,664,664,1.56,547,Carpool Service
21103,Lyft Line,337,337,2.36,760,Carpool Service
21109,Lyft Line,303,303,1.74,540,Carpool Service
21115,Lyft Line,500,500,3.44,937,Carpool Service
21121,Lyft Line,729,729,3.64,1064,Carpool Service
21127,Lyft Line,348,348,2.13,801,Carpool Service
21133,Lyft Line,468,468,3.18,908,Carpool Service
21139,Lyft Line,307,307,1.96,603,Carpool Service
21145,Lyft Line,328,328,1.97,701,Carpool Service
21151,Lyft Line,357,357,2.42,616,Carpool Service
21157,Lyft Line,361,361,3.07,858,Carpool Service
21163,Lyft Line,401,401,3.1,832,Carpool Service
21169,Lyft Line,331,331,2.05,694,Carpool Service
21175,Lyft Line,315,315,2.65,872,Carpool Service
21181,Lyft Line,309,309,1.76,579,Carpool Service
21187,Lyft Line,303,303,2.01,484,Carpool Service
21193,Lyft Line,314,314,1.95,597,Carpool Service
21199,Lyft Line,349,349,2.1,826,Carpool Service
21205,Lyft Line,744,744,3.74,1001,Carpool Service
21211,Lyft Line,311,311,1.83,681,Carpool Service
21217,Lyft Line,311,311,1.42,510,Carpool Service
21223,Lyft Line,666,666,2.05,733,Carpool Service
21229,Lyft Line,300,300,1.53,543,Carpool Service
21235,Lyft Line,309,309,1.76,579,Carpool Service
21241,Lyft Line,748,748,2.99,793,Carpool Service
21247,Lyft Line,363,363,2.8,952,Carpool Service
21253,Lyft Line,319,319,2.2,547,Carpool Service
21259,Lyft Line,340,340,2.14,673,Carpool Service
21265,Lyft Line,366,366,3.06,823,Carpool Service
21271,Lyft Line,766,766,4.22,913,Carpool Service
21277,Lyft Line,321,321,2.2,556,Carpool Service
21283,Lyft Line,309,309,1.88,721,Carpool Service
21289,Lyft Line,381,381,2.15,840,Carpool Service
21295,Lyft Line,300,300,1.94,445,Carpool Service
21301,Lyft Line,706,706,3.38,1017,Carpool Service
21307,Lyft Line,367,367,2.84,832,Carpool Service
21313,Lyft Line,362,362,2.33,761,Carpool Service
21319,Lyft Line,352,352,3.11,772,Carpool Service
21325,Lyft Line,306,306,2.28,829,Carpool Service
21331,Lyft Line,724,724,3.61,1009,Carpool Service
21337,Lyft Line,316,316,2.62,726,Carpool Service
21343,Lyft Line,328,328,2.08,603,Carpool Service
21349,Lyft Line,354,354,2.95,757,Carpool Service
21355,Lyft Line,310,310,1.87,668,Carpool Service
21361,Lyft Line,713,713,3.33,1064,Carpool Service
21367,Lyft Line,305,305,2.02,511,Carpool Service
21373,Lyft Line,469,469,3.04,950,Carpool Service
21379,Lyft Line,303,303,1.91,421,Carpool Service
21385,Lyft Line,325,325,2.5,762,Carpool Service
21391,Lyft Line,807,807,4.86,1169,Carpool Service
21397,Lyft Line,381,381,2.4,742,Carpool Service
21403,Lyft Line,302,302,1.57,543,Carpool Service
21409,Lyft Line,359,359,3.12,827,Carpool Service
21415,Lyft Line,455,455,3.12,890,Carpool Service
21421,Lyft Line,326,326,1.99,621,Carpool Service
21427,Lyft Line,313,313,1.9,748,Carpool Service
21433,Lyft Line,316,316,1.86,659,Carpool Service
21439,Lyft Line,331,331,2.64,850,Carpool Service
21445,Lyft Line,366,366,2.96,851,Carpool Service
21451,Lyft Line,370,370,3.05,772,Carpool Service
21457,Lyft Line,302,302,1.46,538,Carpool Service
21463,Lyft Line,333,333,2.82,801,Carpool Service
21469,Lyft Line,362,362,2.48,643,Carpool Service
21475,Lyft Line,734,734,2.48,750,Carpool Service
21481,Lyft Line,317,317,1.84,670,Carpool Service
21487,Lyft Line,338,338,2.22,624,Carpool Service
21493,Lyft Line,456,456,2.76,936,Carpool Service
21499,Lyft Line,330,330,2.12,662,Carpool Service
21505,Lyft Line,314,314,1.68,341,Carpool Service
21511,Lyft Line,311,311,1.72,616,Carpool Service
21517,Lyft Line,314,314,2.73,752,Carpool Service
21523,Lyft Line,305,305,1.46,507,Carpool Service
21529,Lyft Line,430,430,1.65,491,Carpool Service
21535,Lyft Line,723,723,3.38,1091,Carpool Service
21541,Lyft Line,322,322,2.87,768,Carpool Service
21547,Lyft Line,330,330,2.12,598,Carpool Service
21553,Lyft Line,693,693,2.66,695,Carpool Service
21559,Lyft Line,367,367,2.24,776,Carpool Service
21565,Lyft Line,566,566,3.36,986,Carpool Service
21571,Lyft Line,333,333,2.1,706,Carpool Service
21577,Lyft Line,359,359,2.33,744,Carpool Service
21583,Lyft Line,360,360,2.17,808,Carpool Service
21589,Lyft Line,336,336,2.99,681,Carpool Service
21595,Lyft Line,353,353,2.72,684,Carpool Service
21601,Lyft Line,341,341,2.69,842,Carpool Service
21607,Lyft Line,305,305,1.82,533,Carpool Service
21613,Lyft Line,551,551,2.87,795,Carpool Service
21619,Lyft Line,707,707,3.52,961,Carpool Service
21625,Lyft Line,748,748,4.14,931,Carpool Service
21631,Lyft Line,565,565,1.67,336,Carpool Service
21637,Lyft Line,455,455,3.31,933,Carpool Service
21643,Lyft Line,319,319,2.5,721,Carpool Service
21649,Lyft Line,348,348,2.81,856,Carpool Service
21655,Lyft Line,351,351,2.84,852,Carpool Service
21661,Lyft Line,302,302,2.01,496,Carpool Service
21667,Lyft Line,318,318,2.38,752,Carpool Service
21673,Lyft Line,317,317,2.21,536,Carpool Service
21679,Lyft Line,357,357,3.05,753,Carpool Service
21685,Lyft Line,361,361,2.8,890,Carpool Service
21691,Lyft Line,357,357,2.5,539,Carpool Service
21697,Lyft Line,310,310,1.78,584,Carpool Service
21703,Lyft Line,322,322,2.34,887,Carpool Service
21709,Lyft Line,311,311,2.65,680,Carpool Service
21715,Lyft Line,302,302,1.46,537,Carpool Service
21721,Lyft Line,889,889,5.03,1074,Carpool Service
21727,Lyft Line,689,689,3.38,998,Carpool Service
21733,Lyft Line,312,312,1.73,562,Carpool Service
21739,Lyft Line,449,449,3.29,928,Carpool Service
21745,Lyft Line,399,399,3.13,904,Carpool Service
21751,Lyft Line,353,353,2.91,838,Carpool Service
21757,Lyft Line,305,305,1.78,604,Carpool Service
21763,Lyft Line,301,301,1.74,533,Carpool Service
21769,Lyft Line,311,311,2.65,680,Carpool Service
21775,Lyft Line,327,327,2.76,868,Carpool Service
21781,Lyft Line,727,727,2.89,947,Carpool Service
21787,Lyft Line,334,334,2.14,899,Carpool Service
21793,Lyft Line,339,339,2.81,773,Carpool Service
21799,Lyft Line,307,307,1.64,616,Carpool Service
21805,Lyft Line,460,460,3.32,886,Carpool Service
21811,Lyft Line,381,381,2.4,744,Carpool Service
21817,Lyft Line,318,318,2.26,812,Carpool Service
21823,Lyft Line,396,396,2.68,969,Carpool Service
21829,Lyft Line,311,311,1.55,571,Carpool Service
21835,Lyft Line,302,302,1.54,505,Carpool Service
21841,Lyft Line,337,337,2.29,593,Carpool Service
21847,Lyft Line,460,460,3.37,948,Carpool Service
21853,Lyft Line,729,729,3.49,1087,Carpool Service
21859,Lyft Line,309,309,1.77,582,Carpool Service
21865,Lyft Line,341,341,2.97,734,Carpool Service
21871,Lyft Line,306,306,1.51,547,Carpool Service
21877,Lyft Line,304,304,1.35,404,Carpool Service
21883,Lyft Line,823,823,2.29,693,Carpool Service
21889,Lyft Line,305,305,1.59,567,Carpool Service
21895,Lyft Line,304,304,1.55,520,Carpool Service
21901,Lyft Line,336,336,2.64,731,Carpool Service
21907,Lyft Line,341,341,2.25,708,Carpool Service
21913,Lyft Line,327,327,2.79,758,Carpool Service
21919,Lyft Line,508,508,3.57,862,Carpool Service
21925,Lyft Line,373,373,3.19,842,Carpool Service
21931,Lyft Line,332,332,2.57,721,Carpool Service
21937,Lyft Line,347,347,2.62,740,Carpool Service
21943,Lyft Line,306,306,1.83,540,Carpool Service
21949,Lyft Line,373,373,3.04,732,Carpool Service
21955,Lyft Line,310,310,1.56,511,Carpool Service
21961,Lyft Line,915,915,2.81,766,Carpool Service
21967,Lyft Line,304,304,1.62,443,Carpool Service
21973,Lyft Line,322,322,1.84,339,Carpool Service
21979,Lyft Line,368,368,1.54,522,Carpool Service
21985,Lyft Line,319,319,1.88,683,Carpool Service
21991,Lyft Line,767,767,4.0,1051,Carpool Service
21997,Lyft Line,315,315,1.78,737,Carpool Service
22003,Lyft Line,326,326,2.05,671,Carpool Service
22009,Lyft Line,308,308,1.63,520,Carpool Service
22015,Lyft Line,473,473,3.39,879,Carpool Service
22021,Lyft Line,303,303,1.79,594,Carpool Service
22027,Lyft Line,753,753,3.64,1047,Carpool Service
22033,Lyft Line,316,316,1.4,515,Carpool Service
22039,Lyft Line,312,312,1.96,598,Carpool Service
22045,Lyft Line,316,316,1.4,515,Carpool Service
22051,Lyft Line,337,337,1.92,745,Carpool Service
22057,Lyft Line,360,360,2.91,842,Carpool Service
22063,Lyft Line,357,357,2.37,721,Carpool Service
22069,Lyft Line,311,311,1.61,449,Carpool Service
22075,Lyft Line,330,330,1.89,752,Carpool Service
22081,Lyft Line,508,508,3.6,859,Carpool Service
22087,Lyft Line,310,310,1.96,579,Carpool Service
22093,Lyft Line,709,709,3.47,993,Carpool Service
22099,Lyft Line,303,303,1.5,704,Carpool Service
22105,Lyft Line,357,357,2.43,626,Carpool Service
22111,Lyft Line,305,305,1.83,533,Carpool Service
22117,Lyft Line,362,362,2.27,796,Carpool Service
22123,Lyft Line,316,316,1.75,330,Carpool Service
22129,Lyft Line,315,315,1.42,499,Carpool Service
22135,Lyft Line,368,368,2.9,807,Carpool Service
22141,Lyft Line,375,375,3.42,726,Carpool Service
22147,Lyft Line,348,348,2.26,757,Carpool Service
22153,Lyft Line,308,308,1.76,582,Carpool Service
22159,Lyft Line,362,362,2.36,633,Carpool Service
22165,Lyft Line,328,328,2.52,710,Carpool Service
22171,Lyft Line,452,452,3.28,916,Carpool Service
22177,Lyft Line,532,532,3.44,901,Carpool Service
22183,Lyft Line,470,470,2.97,716,Carpool Service
22189,Lyft Line,311,311,1.79,654,Carpool Service
22195,Lyft Line,344,344,2.25,731,Carpool Service
22201,Lyft Line,327,327,2.69,802,Carpool Service
22207,Lyft Line,300,300,1.67,560,Carpool Service
22213,Lyft Line,316,316,2.85,732,Carpool Service
22219,Lyft Line,356,356,1.99,843,Carpool Service
22225,Lyft Line,358,358,3.13,822,Carpool Service
22231,Lyft Line,307,307,2.72,704,Carpool Service
22237,Lyft Line,349,349,2.27,635,Carpool Service
22243,Lyft Line,455,455,3.38,893,Carpool Service
22249,Lyft Line,300,300,1.85,431,Carpool Service
22255,Lyft Line,488,488,3.86,795,Carpool Service
22261,Lyft Line,314,314,2.19,526,Carpool Service
22267,Lyft Line,314,314,2.59,732,Carpool Service
22273,Lyft Line,327,327,1.88,750,Carpool Service
22279,Lyft Line,318,318,2.52,800,Carpool Service
22285,Lyft Line,521,521,3.24,985,Carpool Service
22291,Lyft Line,479,479,1.69,606,Carpool Service
22297,Lyft Line,805,805,2.29,731,Carpool Service
22303,Lyft Line,338,338,2.4,631,Carpool Service
22309,Lyft Line,320,320,2.15,867,Carpool Service
22315,Lyft Line,347,347,2.77,713,Carpool Service
22321,Lyft Line,372,372,2.48,730,Carpool Service
22327,Lyft Line,375,375,2.94,966,Carpool Service
22333,Lyft Line,331,331,2.49,761,Carpool Service
22339,Lyft Line,348,348,1.78,822,Carpool Service
22345,Lyft Line,730,730,3.52,1082,Carpool Service
22351,Lyft Line,388,388,2.35,753,Carpool Service
22357,Lyft Line,346,346,2.67,817,Carpool Service
22363,Lyft Line,363,363,2.53,711,Carpool Service
22369,Lyft Line,704,704,3.73,945,Carpool Service
22375,Lyft Line,878,878,4.66,1118,Carpool Service
22381,Lyft Line,689,689,3.35,1030,Carpool Service
22387,Lyft Line,322,322,1.94,628,Carpool Service
22393,Lyft Line,306,306,1.77,565,Carpool Service
22399,Lyft Line,461,461,3.36,952,Carpool Service
22405,Lyft Line,625,625,1.59,725,Carpool Service
22411,Lyft Line,360,360,2.82,885,Carpool Service
22417,Lyft Line,461,461,3.36,952,Carpool Service
22423,Lyft Line,422,422,3.16,899,Carpool Service
22429,Lyft Line,714,714,2.15,724,Carpool Service
22435,Lyft Line,348,348,2.82,779,Carpool Service
22441,Lyft Line,305,305,1.96,608,Carpool Service
22447,Lyft Line,327,327,2.54,788,Carpool Service
22453,Lyft Line,305,305,1.8,614,Carpool Service
22459,Lyft Line,337,337,2.0,717,Carpool Service
22465,Lyft Line,334,334,2.57,835,Carpool Service
22471,Lyft Line,321,321,2.25,852,Carpool Service
22477,Lyft Line,323,323,1.9,711,Carpool Service
22483,Lyft Line,309,309,1.83,567,Carpool Service
22489,Lyft Line,302,302,1.73,557,Carpool Service
22495,Lyft Line,320,320,1.91,624,Carpool Service
22501,Lyft Line,346,346,2.26,619,Carpool Service
22507,Lyft Line,300,300,1.69,499,Carpool Service
22513,Lyft Line,300,300,2.03,537,Carpool Service
22519,Lyft Line,799,799,4.53,978,Carpool Service
22525,Lyft Line,356,356,2.85,833,Carpool Service
22531,Lyft Line,302,302,1.87,496,Carpool Service
22537,Lyft Line,355,355,2.0,766,Carpool Service
22543,Lyft Line,636,636,1.93,738,Carpool Service
22549,Lyft Line,356,356,2.55,873,Carpool Service
22555,Lyft Line,1220,1220,2.0,717,Carpool Service
22561,Lyft Line,735,735,1.99,425,Carpool Service
22567,Lyft Line,745,745,2.81,863,Carpool Service
22573,Lyft Line,346,346,2.08,819,Carpool Service
22579,Lyft Line,516,516,3.35,976,Carpool Service
22585,Lyft Line,347,347,2.52,956,Carpool Service
22591,Lyft Line,363,363,2.31,662,Carpool Service
22597,Lyft Line,503,503,3.0,1125,Carpool Service
22603,Lyft Line,351,351,3.09,781,Carpool Service
22609,Lyft Line,389,389,3.04,870,Carpool Service
22615,Lyft Line,328,328,2.47,816,Carpool Service
22621,Lyft Line,302,302,1.81,524,Carpool Service
22627,Lyft Line,365,365,2.3,748,Carpool Service
22633,Lyft Line,371,371,3.08,876,Carpool Service
22639,Lyft Line,336,336,2.31,806,Carpool Service
22645,Lyft Line,355,355,1.87,844,Carpool Service
22651,Lyft Line,360,360,2.13,775,Carpool Service
22657,Lyft Line,340,340,2.69,770,Carpool Service
22663,Lyft Line,351,351,2.22,673,Carpool Service
22669,Lyft Line,342,342,2.11,714,Carpool Service
22675,Lyft Line,709,709,3.33,1073,Carpool Service
22681,Lyft Line,836,836,4.57,1216,Carpool Service
22687,Lyft Line,1085,1085,3.48,968,Carpool Service
22693,Lyft Line,669,669,2.52,945,Carpool Service
22699,Lyft Line,324,324,2.69,708,Carpool Service
22705,Lyft Line,361,361,2.69,946,Carpool Service
22711,Lyft Line,386,386,2.58,664,Carpool Service
22717,Lyft Line,337,337,1.87,713,Carpool Service
22723,Lyft Line,314,314,1.9,644,Carpool Service
22729,Lyft Line,452,452,2.99,850,Carpool Service
22735,Lyft Line,358,358,2.87,851,Carpool Service
22741,Lyft Line,340,340,2.75,821,Carpool Service
22747,Lyft Line,351,351,2.84,804,Carpool Service
22753,Lyft Line,745,745,3.87,1041,Carpool Service
22759,Lyft Line,778,778,3.51,1108,Carpool Service
22765,Lyft Line,725,725,3.77,996,Carpool Service
22771,Lyft Line,364,364,2.64,613,Carpool Service
22777,Lyft Line,346,346,2.72,872,Carpool Service
22783,Lyft Line,460,460,3.19,1024,Carpool Service
